Client_Code,Client_Name,Client_Type,Industry Type,Incentive_Enrolled,Relation,Popl_Type,Count,Reachable_Rate_wrt_Eligible,Registration_Rate_wrt_Eligible,Registration_Rate_wrt_Reachable,Gender_Female,Generation,Tenure,Health_Risk,Claims_Cost,Engagement_by_Logins,Engagement_by_Clicks,autoimmune_disorders_and_diseases,behavioral_health,blood_disorder,cancer,cardiovascular_disorders_and_diseases_non_diabetic,chronic_respiratory_diseases,congenital_disorder,diabetes,digestive_disorders,musculoskeletal_disorders_and_diseases,neurological_disorders_and_diseases,nutritional_life_style_disorders,other_disorders_and_diseases,renal_disorder
20-b5562357-8f60-536a-b4bf-71f4f82e0f0b,Kipp Texas,HCSC Health Hub,Educational Institution,FALSE,Employee,Eligible Popl,2080,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & More Millennials & Less Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-c96f78fc-d17e-51d7-a63c-0bedc15f8df7,Fresenius Kabi,HCSC Health Hub,Health Care and Social Assistance,FALSE,All Relation,Eligible Popl,5247,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
20-c96f78fc-d17e-51d7-a63c-0bedc15f8df7,Fresenius Kabi,HCSC Health Hub,Health Care and Social Assistance,FALSE,All Relation,Registered Popl,115,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,NA,More neurological disorders and diseases,More nutritional life style disorders,On Par,On Par
20-c96f78fc-d17e-51d7-a63c-0bedc15f8df7,Fresenius Kabi,HCSC Health Hub,Health Care and Social Assistance,FALSE,Employee,Registered Popl,95,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More GenX & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,More neurological disorders and diseases,More nutritional life style disorders,On Par,On Par
20-c96f78fc-d17e-51d7-a63c-0bedc15f8df7,Fresenius Kabi,HCSC Health Hub,Health Care and Social Assistance,FALSE,Employee,Eligible Popl,2989,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
20-db399782-63fa-5016-8662-6d030a3138e9,CAE,HCSC Buy Up,Manufacturing and Trading,FALSE,All Relation,Eligible Popl,8764,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,On Par,On Par,Less Millennials & More Boomers,On Par,On Par,On Par,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,Less musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
20-db399782-63fa-5016-8662-6d030a3138e9,CAE,HCSC Buy Up,Manufacturing and Trading,FALSE,All Relation,Registered Popl,1626,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,On Par,Less FEMALE,More Boomers,More Low_Tenure & Less High_Tenure,On Par,On Par,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,Less musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
20-db399782-63fa-5016-8662-6d030a3138e9,CAE,HCSC Buy Up,Manufacturing and Trading,FALSE,Employee,Registered Popl,1587,More Reachable_Rate_wrt_Eligible,On Par,On Par,Less FEMALE,More Boomers,More Low_Tenure & Less High_Tenure,On Par,On Par,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,Less musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
20-db399782-63fa-5016-8662-6d030a3138e9,CAE,HCSC Buy Up,Manufacturing and Trading,FALSE,Employee,Eligible Popl,4766,More Reachable_Rate_wrt_Eligible,On Par,On Par,Less FEMALE,Less GenZ & More Boomers,On Par,On Par,On Par,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,Less musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
20-df0b6de0-1643-5c28-a6d2-f209e1a55312,Blucora,HCSC Health Hub,Finance,FALSE,All Relation,Eligible Popl,1465,NA,NA,NA,On Par,More GenX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-df0b6de0-1643-5c28-a6d2-f209e1a55312,Blucora,HCSC Health Hub,Finance,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-df0b6de0-1643-5c28-a6d2-f209e1a55312,Blucora,HCSC Health Hub,Finance,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-df0b6de0-1643-5c28-a6d2-f209e1a55312,Blucora,HCSC Health Hub,Finance,FALSE,Employee,Eligible Popl,840,NA,NA,NA,On Par,Less GenZ & More GenX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-ea1b3f8a-de46-5431-bba0-011e58dff721,BHP Billiton,HCSC Health Hub,Electric Services,FALSE,All Relation,Eligible Popl,1867,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less Millennials,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Medium_Logins,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-ea1b3f8a-de46-5431-bba0-011e58dff721,BHP Billiton,HCSC Health Hub,Electric Services,FALSE,All Relation,Registered Popl,146,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less Millennials & More Boomers & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,More Medium_Logins,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,Less diabetes,On Par,On Par,On Par,On Par,On Par,On Par
20-ea1b3f8a-de46-5431-bba0-011e58dff721,BHP Billiton,HCSC Health Hub,Electric Services,FALSE,Employee,Registered Popl,116,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & Less Millennials & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks,More autoimmune disorders and diseases,On Par,On Par,On Par,On Par,On Par,On Par,Less diabetes,On Par,On Par,On Par,Less nutritional life style disorders,On Par,On Par
20-ea1b3f8a-de46-5431-bba0-011e58dff721,BHP Billiton,HCSC Health Hub,Electric Services,FALSE,Employee,Eligible Popl,949,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & Less Millennials & More GenX & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,NA,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-ed88b1dd-84d7-5937-913e-23f4252d1150,LHoist,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Eligible Popl,2801,NA,NA,NA,On Par,On Par,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-ed88b1dd-84d7-5937-913e-23f4252d1150,LHoist,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-ed88b1dd-84d7-5937-913e-23f4252d1150,LHoist,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-ed88b1dd-84d7-5937-913e-23f4252d1150,LHoist,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Eligible Popl,1445,NA,NA,NA,Less FEMALE,Less GenZ & More Boomers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-f2e3e245-5e09-5e1e-9242-c22726cd53e3,Holly Frontier,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Eligible Popl,5744,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-f2e3e245-5e09-5e1e-9242-c22726cd53e3,Holly Frontier,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Registered Popl,61,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less Millennials & More GenX & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,More other disorders and diseases,On Par
20-f2e3e245-5e09-5e1e-9242-c22726cd53e3,Holly Frontier,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Registered Popl,49,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & Less Millennials & More GenX & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,More digestive disorders,On Par,On Par,On Par,More other disorders and diseases,On Par
20-f2e3e245-5e09-5e1e-9242-c22726cd53e3,Holly Frontier,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Eligible Popl,2777,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More GenX & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
20-f43eff1a-a79f-54ec-b6c4-5fd09b44c6d0,Occidental Petroleum,HCSC Buy Up,Energy & Transportation,FALSE,All Relation,Eligible Popl,14689,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,Less Low_Tenure & More High_Tenure,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-f43eff1a-a79f-54ec-b6c4-5fd09b44c6d0,Occidental Petroleum,HCSC Buy Up,Energy & Transportation,FALSE,All Relation,Registered Popl,1050,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ,Less Low_Tenure & More High_Tenure,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-f43eff1a-a79f-54ec-b6c4-5fd09b44c6d0,Occidental Petroleum,HCSC Buy Up,Energy & Transportation,FALSE,Employee,Registered Popl,966,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ,Less Low_Tenure & More High_Tenure,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-f43eff1a-a79f-54ec-b6c4-5fd09b44c6d0,Occidental Petroleum,HCSC Buy Up,Energy & Transportation,FALSE,Employee,Eligible Popl,7469,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More GenX,Less Low_Tenure & More High_Tenure,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-f85a9c63-a0cc-5e63-b285-57159356a743,Berlin Packaging,HCSC Health Hub,Retail/Wholesale Trade,FALSE,All Relation,Eligible Popl,1066,NA,NA,NA,On Par,On Par,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-f85a9c63-a0cc-5e63-b285-57159356a743,Berlin Packaging,HCSC Health Hub,Retail/Wholesale Trade,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-f85a9c63-a0cc-5e63-b285-57159356a743,Berlin Packaging,HCSC Health Hub,Retail/Wholesale Trade,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-f85a9c63-a0cc-5e63-b285-57159356a743,Berlin Packaging,HCSC Health Hub,Retail/Wholesale Trade,FALSE,Employee,Eligible Popl,684,NA,NA,NA,On Par,Less GenZ & More GenX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
